AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,COMP_CODE,LIGHTACTV,LIGHTINTNS
768AF3FD-D587-4174-BEB6-A03C4D17E2B8,24-Jun,3400,300,TURF+DIRT,,
64025529-5155-4217-B5F2-239CAD890017,29-Nov,3483,75,ASPH,2,LIM
80B2F5B5-111F-4D99-8FA5-418BFC9AD029,H1,20,20,CONC,,
C88522CD-91E8-429A-9A97-D828E4094271,27-Sep,2800,300,ASPH,,
798994E9-2700-4D1A-A870-C40F7F9F1743,26-Aug,3305,60,ASPH,2,LIM
6C6DE7EC-F558-47F5-8C05-9ACD3EBE071E,17/35,4443,50,ASPH,,
922F4C6E-4D0C-4C77-BC75-3A9BDA8F8232,23-May,3314,60,ASPH,2,
922F4C6E-4D0C-4C77-BC75-3A9BDA8F8232,14/32,6007,150,ASPH,2,LIH
58C8B793-2FFA-4A9B-A48F-6089176C1F52,16/34,2300,300,GRASS,,
74F7DC0C-C659-41BE-9E65-CA94452C6369,13/31,1600,300,GRAVE,,
0980F514-465C-4A16-A8AC-6B944152C567,15/33,12001,300,CONC,0,LIH
55DF2CFC-01D1-4771-A69D-6D3BAC949754,N/S,1700,300,ASP+DIRT,,
9EBFF315-500A-4BB3-AA47-E970CCFC3366,16/34,2800,300,GRAVE,,
3DFB6947-F127-40D3-88AF-35371533332B,15/33,3499,50,ASPH,,
282C6B76-0882-4FC9-AE48-D3533244B4F3,30-Dec,5914,150,ASPH,2,LIH
F15BB289-B1B4-45E5-ACDC-A1D6BC32E91E,16/34,2300,300,DIRT,,
F1D01AE8-5551-489C-85E7-37FAAED41C75,H1,98,98,CONC,2,OTHER
21A13887-0413-4B4F-8466-4E0561B1787E,13/31,11802,150,CONC+ASPH,2,LIH
D01048C6-9230-450E-A745-A007F5040AC0,16/34,2400,300,ASPH,3,LIL
7C18704F-C3DA-42DC-B955-2FF301A2344A,16/34,2745,300,ASP+GRVL,,
BE76B45C-211B-4198-8858-C84AD80DFBEA,H1,52,96,CONC+ASPH,3,OTHER
FA070C9B-E663-45EA-9FCB-9324A8286815,H1,46,46,CONC,3,OTHER
E3AB6EDD-A445-444E-9176-83272C2A5664,14L/32R,9197,200,CONC,2,LIH
E3AB6EDD-A445-444E-9176-83272C2A5664,14R/32L,8122,200,ASPH,2,LIH
B57FC5DA-6087-4FBB-BFCC-2FBB266DA494,18/36,6000,75,ASPH,2,LIM
8CFEA523-30B8-43BC-8CF4-9AD1478B0D15,18/36,1400,300,GRAVE,,
3B05E66E-BE61-4E43-A944-6B8FADB3714C,H1,45,45,CONC,2,OTHER
4AD531CF-B772-4E2F-BF67-DA7C85A36456,H1,40,40,ASPH,0,OTHER
51182D52-78CF-4A06-AB48-77573451FE23,24-Jun,5008,150,CONC,2,LIM
1D52A8B3-1C12-4860-84C9-D0E352CF9B52,20-Feb,4235,100,ASPH,2,LIM
1D52A8B3-1C12-4860-84C9-D0E352CF9B52,29-Nov,5005,100,ASPH,2,LIM
9253A1B1-9CB7-4652-8F60-C04F1A37EAAD,H1,100,100,ASPH,,
91474DFF-A920-41B0-A184-1586F33D3529,28-Oct,3940,60,ASPH,,
BB71610C-198D-419F-9EF7-AE0ECFDFADE6,24-Jun,2712,75,ASPH,2,LIM
5BD68254-E833-4EEA-A77F-B03C5A25AE40,H1,58,68,MATS,,
D6EE4F5C-5A52-4EAE-9322-082E3B64E798,27-Sep,2475,150,DIRT,,
D6EE4F5C-5A52-4EAE-9322-082E3B64E798,13/31,4210,150,DIRT,,
3A27D538-FC30-4E5F-8324-220A23E03AC0,22-Apr,2400,300,ASPH,,
8BABB921-E35D-42E3-9BC4-5C72E4A40456,H1,75,75,GRASS,,
2125B26E-93B2-4B8D-9F3A-54BEDD4A4678,08L/26R,12197,150,CONC,,LIH
2125B26E-93B2-4B8D-9F3A-54BEDD4A4678,08R/26L,10200,150,CONC,,LIH
7A917EB0-5E29-4AD3-9479-F593F36E1599,H1,40,40,CONC,0,OTHER
2433C0B9-7F6F-4838-A994-EBBD467FC403,H1,80,80,ASPH,,
37BB809C-AD1F-41D9-A337-B8EB5FE5F9AA,H1,40,40,CONC,2,OTHER
37BB809C-AD1F-41D9-A337-B8EB5FE5F9AA,H2,50,50,CONC,2,OTHER
1131D976-0821-4BDD-8540-75F02983C89E,15/33,4500,60,ASPH,2,LIM
94944A8D-4D94-4691-A69C-A0670DA36BFE,20-Feb,6020,100,ASPH,2,LIH
94944A8D-4D94-4691-A69C-A0670DA36BFE,13/31,3540,100,ASPH,2,LIH
78D3F46B-052C-41AE-8068-3A697C2E01DE,ALL/WAY,9000,300,WATER,,
6E3042FF-936A-4B68-A1B7-9302166DFC22,25-Jul,5953,100,ASPH,2,LIM
DCD0F866-A06B-4CC5-A5EA-477CFF1B1B07,17/35,3017,60,ASPH,2,LIL
FD5328D5-254D-4CAF-9E62-3A56C5939E47,29-Nov,2200,300,ASPH,,
7E7D2B5A-55CD-4C93-8876-67057C3F7D8C,H1,50,50,ASPH,,
511EB99F-85A1-4C61-A2A9-9A4E1C7679E0,H1,50,50,CONC,2,
511EB99F-85A1-4C61-A2A9-9A4E1C7679E0,H2,40,40,CONC,2,OTHER
28227DF3-301F-460E-AA37-C4D397A9E2DD,H1,100,100,GRASS,3,OTHER
251DFC18-536E-42D9-BD3B-5E88B36E97C1,29-Nov,2515,300,ASPH,,
C25C75D5-19F5-413E-82DD-65BB25B84931,17/35,2200,300,ASPH,,
19A77E97-D852-49F1-8D34-A018EB33F446,19-Jan,6008,150,ASPH,2,LIH
19A77E97-D852-49F1-8D34-A018EB33F446,13/31,4701,100,ASPH,2,LIM
19A77E97-D852-49F1-8D34-A018EB33F446,H1,100,100,ASPH,2,OTHER
A1B3BBE1-2AD3-42B3-BA5B-28D6422B0FF6,29-Nov,2700,300,ASPH,,
38635357-D8FE-40D1-BBE5-A0E669E1FB2A,15/33,5100,50,ASPH,,
566E4979-1927-46B8-9D20-6E316F6D9485,29-Nov,3600,75,ASPH,2,LIM
0053F6F9-A582-4307-A2D1-A7D06E6AC8CD,H1,54,54,CONC,,
984BBAB7-2C80-4C5B-B7D6-4AC3F2632769,27-Sep,1800,300,DIRT,,
F4B92F48-CB0C-4577-B1FD-A94D95C40E8B,27-Sep,3100,300,ASP+TRTD,2,LIL
1A3864D8-BF12-4262-BAD9-931D314E9D84,26-Aug,1500,300,ASP+GRVL,,
B96C9692-DF21-45AE-A633-29A7BA6E28B9,27-Sep,5001,150,ASPH,2,LIM
B96C9692-DF21-45AE-A633-29A7BA6E28B9,H1,340,66,CONC+ASPH,2,
4C3EEA91-42BD-46E8-B9A8-E7A62FC6601B,21-Mar,2000,300,TURF+DIRT,3,LIL
038BA10A-332A-4D71-AF73-C81E09BCB8EF,H1,40,40,CONC,0,OTHER
6BB556E0-CD16-4C6F-848F-78A45C490794,30-Dec,2100,300,ASPH,,
E3D8486D-97C2-41DB-8155-0977518BC2F8,22-Apr,3798,75,ASPH,3,
4D0CAD86-745B-4368-8520-EF829E9AD394,H1,74,40,GRASS,3,OTHER
84F49D11-514C-4C16-AF7B-2434CE6102B4,17/35,2607,30,ASPH,,
32A9757F-640A-4CCF-AD8F-61E376BDA39A,17/35,3720,300,DIRT,,
8841E878-622B-47E0-9262-070829DDE471,15/33,5431,100,ASPH,2,LIM
6D9707EB-8861-4C3A-A7F0-E9C8A7B90334,27-Sep,3750,300,OTHER,,
778E6776-A530-47FC-9474-E3C7A3AD0F63,15/33,2420,75,ASPH,2,LIM
A8DE8C97-7986-4E87-BC12-8E55ACF092F9,H1,50,50,CONC,2,
4C55B9D1-E570-48CA-989D-DA6E9F26F2A8,H1,25,25,CONC,3,OTHER
6DB242CF-B0C5-4CC5-9F7D-E75792E8A143,26-Aug,1800,300,ASPH,,
DB91912A-5C38-4EA7-882B-81C756F21AA6,30-Dec,5067,150,ASPH,2,LIM
A3C65EBC-8DA4-457F-A9EA-498EEC7B5F29,27-Sep,5401,100,ASPH,2,LIM
A3C65EBC-8DA4-457F-A9EA-498EEC7B5F29,16/34,2850,50,ASPH,2,LIM
A3C65EBC-8DA4-457F-A9EA-498EEC7B5F29,H1,60,60,ASPH,2,OTHER
D86615B0-CC70-46C0-B543-CCCE8631B8D4,H1,74,40,ASPH,,
4836ACEE-2AAD-4418-B44B-64741417CAA8,H1,86,86,CONC,3,OTHER
A4D90E42-E134-4740-8EAE-9C324E8D70C2,H1,50,50,ASPH,3,OTHER
67DD065A-FF60-4301-8FF2-8792C7F2A62F,24-Jun,3190,50,ASPH,2,LIM
E4465C8D-3CF6-458D-906F-53AFBB4DBBF6,30-Dec,3061,100,ASPH,,
E4465C8D-3CF6-458D-906F-53AFBB4DBBF6,14/32,13302,200,CONC,0,LIH
28153D21-95C9-46B5-9CEE-066AA512F7F5,H1,54,54,MATS,2,OTHER
97964327-C7F1-4146-AFB4-2F69DC191C1C,14/32,3100,300,GRAVE,,
19F9BD06-ADB5-40DB-BCD6-2F86F27EC50C,H1,20,20,CONC,,
29239BC5-33CF-4039-A96E-F1AC304F49D9,26-Aug,3600,50,ASPH,2,OTHER
A18973AA-9CBD-41A0-B832-44300178BF68,25-Jul,2600,300,DIRT,,
217154DA-9904-45C4-911B-6BD388E843CC,H1,65,65,CONC,,
DB60F9BD-08E6-4270-B346-62B7E8F79D66,H1,32,32,ASPH,,
5AD25FEE-C802-4C44-A329-A6493B2977CF,28-Oct,1700,300,GRASS,,
1792CD77-C182-4841-B4D2-FBCE493FB26C,H1,60,60,ASPH,2,OTHER
0F5F52B3-D04F-41E8-8D1D-DEC03FA2765F,16/34,10599,150,CONC,2,LIH
0F5F52B3-D04F-41E8-8D1D-DEC03FA2765F,H1,57,57,CONC,2,
0F5F52B3-D04F-41E8-8D1D-DEC03FA2765F,H2,57,57,CONC,2,
0F5F52B3-D04F-41E8-8D1D-DEC03FA2765F,H3,57,57,ASPH,2,
0F5F52B3-D04F-41E8-8D1D-DEC03FA2765F,H4,57,57,CONC,2,
9CFE2DB7-5DE2-4F49-AF86-DAD9D73C39BC,H1,100,100,GRASS,,
0F9D4D79-F12A-4F0D-88A3-EEA7A8361106,26-Aug,6004,150,ASPH,2,LIM
0F9D4D79-F12A-4F0D-88A3-EEA7A8361106,13/31,4825,150,ASPH,2,LIH
0F9D4D79-F12A-4F0D-88A3-EEA7A8361106,H1,90,90,CONC+ASPH,2,OTHER
86BBB3E0-4257-4947-AD2F-DE80F87427E1,H1,74,74,CONC,0,OTHER
F8FD9FA3-EE32-476D-9D1E-AABEFC05BBD0,25-Jul,5000,75,GRAVE,,
10EB9523-1D33-490A-88F7-06D6B8A45485,13/31,3602,60,ASPH,2,LIM
9F837B32-7CD5-40ED-9998-EB400C8779DD,H1,70,70,ASPH,3,OTHER
9DE1F0F3-780D-4FA4-8487-974C4F8C1507,14/32,2000,300,ASPH,,
606915CD-D956-49BD-B5FA-DC2F39B03706,H1,90,90,CONC+ASPH,,
AD105183-5735-4270-8770-E34B7BE40E7E,H1,65,65,ASPH,,
36CD4CDB-E05B-4BD0-A2D6-48DD71273062,H1,20,20,CONC,2,OTHER
A575928E-3A97-40BE-8BD8-9D787A016D71,24-Jun,10000,200,CONC,2,LIH
E858E332-98E2-4C66-A707-0889554F923F,H1,30,30,CONC+ASPH,2,OTHER
50CC510F-CE80-405D-BE8D-05AFC123107F,27-Sep,9400,200,CONC+ASPH,0,LIH
73B96E6D-3EF0-42FA-8CBE-42AA4CED360A,06L/24R,12000,200,CONC,2,LIH
73B96E6D-3EF0-42FA-8CBE-42AA4CED360A,06R/24L,8001,200,ASPH,2,LIH
B934FB7E-85B7-43F0-B5C3-A6DFAFDC3E62,H1,45,45,CONC,2,OTHER
F3B611BF-89AA-4EE9-8917-04030544E101,29-Nov,7501,200,ASPH,3,LIH
F3B611BF-89AA-4EE9-8917-04030544E101,18/36,8001,200,ASPH,3,LIH
950C9604-9544-4347-B30A-0C49CAC652B9,08L/26R,7972,150,CONC+ASPH,2,LIH
950C9604-9544-4347-B30A-0C49CAC652B9,08R/26L,3185,75,ASPH,2,LIM
35C311BD-50C3-4716-9E30-6C59619BF642,H1,100,100,ASPH,3,OTHER
9468BB52-40CB-48B3-AFC0-B4C39C2EA493,H2,65,65,ASPH,0,OTHER
4455EE47-820C-41AB-8693-8AB37D414DC4,H1,25,25,CONC,0,OTHER
7E96C778-0090-4C0D-8A5F-06A80946C0E6,H1,150,100,ASPH,,
55F5C58D-A9F6-41AC-B1BA-1DD54B77364D,H1,100,60,ASPH,3,OTHER
B47134CB-BBFB-446F-A1DB-B8415771B9ED,H1,60,60,CONC,,
0E8C7DC7-20FE-494F-A6E9-E9ADF7CA1F29,H1,54,54,CONC,3,OTHER
AF8BC34D-2D11-4CDB-9E87-33A0D430C055,01L/19R,7650,200,ASPH,0,LIH
B635FAB1-8C3B-457C-8F69-093B6D44885C,10L/28R,5904,150,ASPH,2,LIH
B635FAB1-8C3B-457C-8F69-093B6D44885C,10R/28L,3464,100,ASPH,2,LIM
D4FC38D1-BC96-41F4-A3AD-4993A96B3971,29-Nov,1800,300,DIRT,,
E74667B8-732E-4406-AFB7-52EEFEEFB3D6,20-Feb,1800,300,GRASS,,
3F2525C2-B324-4197-8869-CEEDEE654E86,22-Apr,4747,60,ASPH,2,LIM
3F2525C2-B324-4197-8869-CEEDEE654E86,26-Aug,7049,100,ASPH,2,LIM
3F2525C2-B324-4197-8869-CEEDEE654E86,30-Dec,12503,200,ASPH,2,LIH
10E515B1-CDD7-499A-B89F-D3F87EFB71C0,26-Aug,2673,100,DIRT,2,OTHER
10E515B1-CDD7-499A-B89F-D3F87EFB71C0,16/34,3436,100,DIRT,2,OTHER
823D0800-6952-4258-ACE9-25DB214829D0,21-Mar,1900,300,DIRT,,
823D0800-6952-4258-ACE9-25DB214829D0,25-Jul,1300,300,DIRT,,
CFF1B1A2-D458-415E-9305-0BEAC96BB6E0,23-May,2080,300,GRASS,2,
CFF1B1A2-D458-415E-9305-0BEAC96BB6E0,15/33,3360,50,ASPH,2,LIM
33C0D719-9CF1-488F-B4B6-1601533475E8,17/35,7490,150,ASPH,2,LIM
4319FC79-3107-43D3-BFA9-931E2714A505,10L/28R,3503,60,ASPH,2,LIM
4319FC79-3107-43D3-BFA9-931E2714A505,10R/28L,7175,150,ASPH,2,LIH
8E6730AC-D574-4C7F-9BA6-CE2B9492F152,H1,20,20,ASPH,,
CEEEDC8C-998F-4080-8358-DBD8E0656B98,H1,20,20,CONC,,
C90F1CF5-5CE7-429F-A9D6-5E7A23A2D572,H1,45,45,CONC,,
D8FE5AA4-16FF-4530-88D8-108C28ADB55D,H1,40,40,CONC,,
3D168900-83A7-4805-A6C7-B8AAE3ECCB72,21-Mar,2100,300,DIRT,,
3B1032C8-AA53-457C-BEAE-C4E3BE107307,28-Oct,3000,300,DIRT,,
240D9976-E8E2-4F61-931B-F2276C0A1C15,H1,65,65,CONC,,
AC35904B-1C83-4F12-9923-C49C4585DCC6,H1,20,20,ASPH,,
5D3EF507-10D8-4E18-87E6-3A4F3246C3C4,13/31,3300,75,ASPH,0,LIM
5D3EF507-10D8-4E18-87E6-3A4F3246C3C4,H1,60,60,CONC,,
5BB7429B-29F9-457F-8FE7-8E208DEDF9A3,28-Oct,3013,75,ASPH,2,LIM
A99B9655-47F5-414C-974A-5390FBF73766,10L/28R,5458,150,ASPH,,LIH
A99B9655-47F5-414C-974A-5390FBF73766,10R/28L,6213,150,ASPH,,LIH
A99B9655-47F5-414C-974A-5390FBF73766,30-Dec,10520,150,ASPH,0,LIH
A99B9655-47F5-414C-974A-5390FBF73766,15/33,3376,75,ASPH,,LIM
6B29641D-D04A-4FC0-8783-5634CB157063,H1,65,65,CONC,0,OTHER
1EC6DAF2-C57E-4EF1-9B50-1C72A97939D0,29-Nov,2325,50,ASPH,2,LIM
5438F6BC-AB53-4FC5-9903-08BFF39C1EDC,21-Mar,6006,221,ASPH,2,LIH
3AC454C3-1A1A-4DF5-B391-40F48F5EC228,H1,60,60,CONC,0,OTHER
1BAF0DA1-ADDF-4894-BB64-4AFEC6B9E7DB,H1,568,410,CONC,3,OTHER
6F834AB8-ED2D-46DD-8265-A5283A515D2E,21-Mar,1462,300,DIRT,,
BDB873C4-88B4-4E68-B98F-F34A4546E316,H1,54,54,CONC,0,OTHER
C2D2165A-D622-4EDE-ADCD-41ADEAB7B4B0,26-Aug,8000,300,ASPH,,
38E399EE-208C-46AE-806E-7D3520106DCB,22-Apr,12001,150,CONC,2,LIH
38E399EE-208C-46AE-806E-7D3520106DCB,25-Jul,12002,200,CONC,2,LIH
38E399EE-208C-46AE-806E-7D3520106DCB,072/252,6000,300,CONC,2,
D207DB5C-CC14-49EC-BFC7-9D5BFC1F9979,13L/31R,4952,75,ASPH,2,LIM
D207DB5C-CC14-49EC-BFC7-9D5BFC1F9979,13R/31L,10000,150,ASPH,2,LIH
9B51C76D-3856-4590-93DA-A0A4AB79D898,28-Oct,5002,70,ASPH,2,LIL
46E09D0B-6EF9-4DAB-BFC4-F7FCA77EC12E,H1,50,50,CONC,,
5F6322EB-F3FF-437A-A43F-AD2F22AADE20,30-Dec,4995,100,ASPH,2,LIM
5F6322EB-F3FF-437A-A43F-AD2F22AADE20,17/35,8500,150,ASPH,2,LIM
CC8A8098-71A5-482E-BBA8-9DAE1CAB2B86,13/31,2443,70,ASPH,3,LIM
D5B9CEAF-012F-4D8A-B331-8397B1E710CE,H1,48,48,ASPH,3,
9B4E7604-FFD6-4075-B9D9-4F36C255372B,24-Jun,2500,300,DIRT,,
ACCBF911-6F73-4CE4-836E-6E002EB1D032,H1,114,50,CONC+ASPH,,
81FEAB7D-E00D-4FEC-941E-E4655C2EA4D9,26-Aug,2000,300,GRASS,,
986A5C4B-D693-42D9-A856-0EDB4BCBBA3D,23-May,3914,76,ASPH,2,LIM
986A5C4B-D693-42D9-A856-0EDB4BCBBA3D,H1,50,50,CONC,2,
EB7BE32B-FF48-4A07-A71E-7F2C4123CB86,20-Feb,3000,300,ASPH,,
2B687568-8E9B-4177-AF13-0D3D6CD3AA89,N/S,2900,300,ASP+DIRT,,
D4B392F7-56F9-4993-811C-E04EDF08CD18,16/34,2500,300,GRASS,,
1E66334B-BE03-45B4-BD49-C63E2838DCB5,16/34,2000,300,ASP+TRTD,,
B04AEF3B-F1BD-4B73-BC11-4F499B105653,14/32,2100,300,ASP+GRS,,
85FC3D85-8194-49D9-BA4E-219A97505927,H1,2200,400,ASPH,,
13263DD7-CD9A-4179-9CBF-17926181B213,21-Mar,11102,200,ASPH,3,LIH
13263DD7-CD9A-4179-9CBF-17926181B213,27-Sep,5502,200,ASPH,3,LIH
ED82A8F2-E607-490D-8208-4E5F0794080C,H1,125,100,ASPH,3,LIL
67431E4E-6C03-4D88-8BB2-7C31DD253EE5,28-Oct,3700,300,ASPH,2,LIL
AFC8E92F-C1BA-42BE-AC3A-E7599CA3D459,14/32,3500,300,GRAVE,,
50971222-4B64-4D74-9D1E-6617BD2129A7,30-Dec,5960,150,ASPH,2,LIH
2E530190-8A07-49FB-A5B0-FC77C445D806,H1,48,48,CONC,3,OTHER
DA9B66AB-28F4-4E3D-8A97-B565589BCB23,25-Jul,4105,60,ASPH,2,LIM
DDB2760E-84F6-4514-8E58-6CC535B5D7BA,H1,30,25,CONC,,
C0DB5B96-F2CF-4AD2-BDEB-E46FB588CC0D,H1,65,65,ASPH,3,OTHER
DB91912A-5C38-4EA7-882B-81C756F21AA6,16/34,7003,150,ASPH,2,LIH
9FC42FE6-5049-4FCF-8963-99B58A6468C4,26,4504,75,ASPH,2,LIM
96C7EE1B-8D83-49F2-94A0-0BB68ED99D15,27-Sep,3110,300,GRAVE,3,LIL
69433474-CA54-4931-BB93-5750D2C8FBBF,18/36,2000,300,GRASS,,
56A739E3-56FD-4F42-9978-E339ED3FE858,16/34,2220,300,ASPH,0,LIL
14D0859B-2FEA-408E-88F6-7684BE3DF338,H1,50,50,CONC,,
AA25F424-81C6-4FAE-BBC5-CCA8CB99BCC3,H1,20,20,ASPH,,
C9701F94-2AEF-42E0-B347-E9A8276FD976,24-Jun,3500,300,GRASS,,
C9701F94-2AEF-42E0-B347-E9A8276FD976,H1,80,80,SAND,,
8D277AA5-9B7C-47AF-B8FE-FEF5AC30F2C5,17/35,2625,42,ASPH,2,LIL
A08D8547-E32F-4943-85D4-EE5C8202088D,25-Jul,4199,75,ASPH,2,LIM
A08D8547-E32F-4943-85D4-EE5C8202088D,15/33,2199,60,ASPH,2,LIM
A08D8547-E32F-4943-85D4-EE5C8202088D,H1,180,180,CONC,2,OTHER
79283ECD-A2F5-4E17-ABB1-CC348465B34B,13/31,3500,50,ASPH,,
A9FECB63-6098-4247-B90A-01240FB84F7A,H1,65,65,CONC,,
C29860F7-7C70-4409-9FBC-E899B4EE5212,H1,40,40,MATS,0,OTHER
C29860F7-7C70-4409-9FBC-E899B4EE5212,H2,40,40,MATS,0,OTHER
A233E0D6-2309-4520-A99B-C8627231420A,H1,58,60,CONC,0,OTHER
F43C2420-9D99-478F-A98A-7482E5F92B9F,H1,40,40,CONC,0,LIH
A7EF5BD1-4B1B-4E26-BF20-A2E55B14005A,H1,45,45,CONC,,
D225478C-D8B3-4AFA-A76B-CDCE1C20A3AF,15/33,2000,300,DIRT,,
DF6D6956-DEA7-4FA8-9BE0-B6DD79CC83C1,22R,6081,150,ASPH,2,LIM
DF6D6956-DEA7-4FA8-9BE0-B6DD79CC83C1,22L,11301,150,CONC+ASPH,2,LIH
DF6D6956-DEA7-4FA8-9BE0-B6DD79CC83C1,H1,30,30,ASPH,2,
DF6D6956-DEA7-4FA8-9BE0-B6DD79CC83C1,H2,100,100,ASPH,2,
1792CD77-C182-4841-B4D2-FBCE493FB26C,20-Feb,5503,150,ASPH,2,LIM
1792CD77-C182-4841-B4D2-FBCE493FB26C,30-Dec,3837,100,ASPH,2,LIM
50022C0E-5AF7-48A3-9DE3-F8F4D33EDCB5,30-Dec,2621,75,ASPH,2,LIM
9EC11A5D-D36D-4DF2-89E1-0DDE3F6D5D51,H1,105,105,ASPH,3,OTHER
12E2D9C0-AC48-4A20-B9FD-DFE5DEBC657E,09L/27R,5342,100,ASPH,2,LIM
12E2D9C0-AC48-4A20-B9FD-DFE5DEBC657E,09R/27L,2738,60,ASPH,2,
12E2D9C0-AC48-4A20-B9FD-DFE5DEBC657E,17/35,4145,100,ASPH,2,LIM
6B11C580-9CF4-4443-B0D7-6E32B26AE95E,H1,100,100,CONC,0,OTHER
2811CAF5-B6F9-497B-BC10-8553A73F6560,H1,80,80,CONC,2,OTHER
E5D8CF07-4E56-45DE-A962-E6F1FD4CBC3E,27-Sep,1500,300,ASPH,,
DA39E6F1-E570-4C18-94A2-C3BD1FCFEDB8,23-May,3400,75,ASP+TRTD,0,
DA39E6F1-E570-4C18-94A2-C3BD1FCFEDB8,10L/28R,4598,150,ASPH,0,LIM
DA39E6F1-E570-4C18-94A2-C3BD1FCFEDB8,10R/28L,3401,60,ASPH,0,
EA25F5B4-DCDF-4149-829E-A7302FD807B1,H1,60,60,ASPH,,
592FFB4C-1373-4132-BF8C-30F1FC8A32DA,H1,40,40,MATS,3,OTHER
93A90CA1-3829-437C-8EEA-715DD9B9C952,H1,62,62,ASPH,,
5870BE5F-D349-4BC9-BC97-0085A43671D3,H1,48,48,MATS,2,OTHER
AF8BC34D-2D11-4CDB-9E87-33A0D430C055,01R/19L,8650,200,ASPH,0,LIH
AF8BC34D-2D11-4CDB-9E87-33A0D430C055,10L/28R,11870,200,ASPH,0,LIH
AF8BC34D-2D11-4CDB-9E87-33A0D430C055,10R/28L,11381,200,ASPH,0,LIH
AF8BC34D-2D11-4CDB-9E87-33A0D430C055,28X,0,300,UNK,,
C9463605-775C-4DF1-B46E-B50B186B2611,H1,25,25,CONC,3,OTHER
2C49D0D6-5A62-434E-B5A0-2DBEF2D26F2A,25-Jul,3018,300,ASPH,,
C7097538-752F-47B0-84A8-1048D480C5D8,15/33,2500,300,TURF+DIRT,,
8B35CE87-1EDD-408D-AD07-5C57E3D8E76C,H1,65,65,CONC,3,OTHER
A1777E83-A572-4BFF-B416-2ECE3C7B576C,H1,54,54,ROOF,0,OTHER
B8849DA0-DA5F-4C6B-96ED-12E9C31F970C,13L/31R,3100,75,ASPH,2,LIM
B8849DA0-DA5F-4C6B-96ED-12E9C31F970C,13R/31L,3099,75,ASPH,2,
ACA1CDD6-3606-47F8-9A7B-904DB1B3DBC5,12L/30R,11000,150,CONC,2,LIH
ACA1CDD6-3606-47F8-9A7B-904DB1B3DBC5,12R/30L,11000,150,CONC,2,LIH
F675A005-7A9B-4709-8329-F35A2019F207,25-Jul,2500,100,ASPH,2,
F675A005-7A9B-4709-8329-F35A2019F207,29-Nov,6101,150,ASPH,2,LIH
C4AB4F6E-A2C3-43FE-9E5F-7599ED9B031C,H1,26,26,CONC,2,OTHER
3C999873-668C-443D-9833-DB9EEE79F547,14/32,3095,75,ASPH,2,LIM
CA9D7CFF-86E5-4B8B-A96A-3DEA3F5DB7EA,30-Dec,10002,200,ASPH,3,LIH
AD195F12-067E-4F47-8060-FDA0C61C9F8F,H1,150,100,WATER,,
5FAAE591-7F25-4ECE-BA1C-0D1FD1165AE2,H1,20,20,WOOD,0,OTHER
E3807AF6-D21C-4F73-AF63-87CA3B2ED07E,22-Apr,2700,300,ASPH,0,LIL
2CA86257-70D3-4981-B77B-32B16488FF81,H1,72,72,CONC,3,
9D627736-C333-48E5-828C-7300C58B221D,H1,65,65,ASPH,,
590FFB98-076F-4EB9-B7FF-1A09C0A0DCDF,H1,35,30,CONC,0,OTHER
6A8060F7-572A-4059-A10F-ED3B44C6FA0E,H1,50,50,CONC,0,OTHER
25BB23B8-ABDC-4558-847C-BA27BD204067,H1,20,20,MATS,,
A35BA30F-E43F-4A78-B786-C9A1148E376C,02L/20R,5701,150,ASPH,0,LIH
A35BA30F-E43F-4A78-B786-C9A1148E376C,02R/20L,2887,75,ASPH,0,LIM
0C3C10A7-43A7-4CF2-9477-DF87CC4B9215,25-Jul,6052,150,ASPH,2,LIH
0C3C10A7-43A7-4CF2-9477-DF87CC4B9215,15L/33R,4180,75,ASPH,2,
0C3C10A7-43A7-4CF2-9477-DF87CC4B9215,15R/33L,4184,100,ASPH,2,LIM
1E5A8C26-3425-46C0-B681-BB2B9A5F2A97,28-Oct,2100,300,ASPH,,
88AF1C9B-EF75-4846-B59E-EE8C9858F102,26-Aug,2803,75,ASPH,2,LIM
732333E1-20B4-411A-AC22-3844984CD5FB,24-Jun,3600,300,OTHER,,
3869E57A-3D57-4886-B9D9-E12D88ED074E,29-Nov,1400,300,ASPH,,
5764AAE0-B386-42A4-A70D-57379B97E37A,24-Jun,2300,300,GRASS,,
99FEFF5C-E4F9-4AD4-B2E3-095A49C0F2E8,H1,30,30,CONC,,
C6796512-3B7A-4648-B8D7-FA4322CA8B19,H1,100,100,ASPH,0,LIM
CD0B7244-A1FB-4A92-9E21-7C1EF4EDCFD4,25-Jul,2700,45,ASPH,,
CD0B7244-A1FB-4A92-9E21-7C1EF4EDCFD4,17/35,1513,50,ASPH,,
C863B6FF-2478-4F49-9D3C-2BCF15A7EADA,N/S,2600,300,TURF+DIRT,,
64229AD5-DF61-43DA-9A7B-0F94C3E4ADCF,28-Oct,2206,50,ASPH,3,OTHER
72ACEA7B-28F4-4A34-9B56-9BA5F7108906,13/31,2400,300,ASPH,,
0752384F-B477-4D6A-B78E-928E468DD271,26-Aug,3672,60,ASPH,2,
0752384F-B477-4D6A-B78E-928E468DD271,30-Dec,4501,100,ASPH,2,LIH
0752384F-B477-4D6A-B78E-928E468DD271,17/35,2970,100,CONC,2,
733422AA-4C45-4EA2-A616-F16FA850E188,16/34,3300,300,ASPH,,
